FMCG_CID,CurrentBalance,YearInflow,ManualTransactions,onlineTransactions,TotalTransactions,NoOfclosedAccounts,NewAccountsOpened,No.ofchequeBounces,No.of failedtransactions,YearOutflow,OverallPerspective
143900,12363597,6185375981,309193,902126276,902431739,28584,2380,828,899396,54698820069,0
178030,90702601,27715673514,509556,873554850,874061596,70265,6478,8641,1490926,46618102343,1
178962,64218433,97257137681,226475,887673352,887895989,77872,2315,4267,2838948,73460452553,2
117596,63731790,96797146312,612758,863633438,864245424,45154,9706,9418,9618039,19812872719,1
192073,89473081,98049414760,873387,13646960,14518493,77650,8844,140,5090768,30709755516,1
129265,96689302,95472450180,948916,880794571,881741462,2352,8575,8380,9791433,80050642918,2
194037,21743960,30915450196,192992,646048056,646237339,16429,1598,8009,7930674,60506621526,1
171962,82918929,31254396091,968148,803843549,804811411,94539,5899,3657,6773183,91463276499,1
188082,76102978,89629180976,830038,987136888,987964371,65639,8650,5437,1908700,86049588523,2
201398,29946431,62897983242,352626,439797392,440146385,73661,8099,6973,2346340,80413646573,2
201851,56109707,50436692264,490662,277798217,278285809,68087,2979,811,4468678,85761652848,2
119251,53953721,69083132896,187927,635487884,635674320,25687,7230,2999,5889429,25651649562,1
185576,80496451,16466897042,810367,376666938,377475402,16684,1261,8934,1251393,26305985620,0
166975,67099850,25296669017,19838,808708571,808727180,67854,8505,8337,8533893,68810922235,1
167483,98551840,80144661383,157698,792471576,792627837,42569,6086,2988,3289978,80652192092,2
144584,23737880,24505586554,309310,829872402,830179420,45503,6687,8474,2088191,17427602063,0
186796,98528235,68181354324,313300,144202445,144513735,87429,8559,8798,7933454,67293308963,1
140480,68422125,5696445207,568325,837142159,837710341,44318,9389,460,5681427,37757687371,0
131366,92404658,95912912608,823272,380416011,381236992,65039,7838,6424,7760306,84708832688,2
116729,94174905,37165099883,781391,76229391,77007823,35237,1985,656,2520167,59128603998,1
163725,92909988,66427642754,192438,891415534,891607959,26308,3818,9207,8307465,74635922953,2
154640,26364953,11687210829,382295,815719607,816099874,25027,2204,9933,2696835,20233238229,0
142288,49142477,55744680354,232935,849552727,849782210,59820,1779,4396,3571432,93460616531,2
168460,17575213,28413687368,356695,738346952,738700135,51854,3455,7018,7697531,17343217277,0
133591,60797226,68024844728,985043,596692835,597675244,14252,3660,6449,7229609,42705149537,1
169438,37865975,63003038976,549105,589773532,590320080,81474,6525,1279,4500747,35359718788,1
190605,52620650,69944032015,912350,791875725,792786166,99363,4049,5220,3534559,65299150615,2
135341,91504024,21395320264,528975,590343841,590869672,79158,6620,608,6830319,30392120310,0
176118,23138869,40651896591,642062,512674943,513315684,27209,2667,5454,1556511,57526414189,1
153993,60449281,94281447942,757767,736695278,737450087,60074,7916,9935,1428175,53683496921,2
192367,48103340,92523850721,779180,746797901,747576998,93608,4223,8038,2433215,60329824221,2
136791,94659744,97071472764,33965,258991605,259024614,31279,9714,2391,1578216,5529728352,1
123589,45491726,5529695080,618947,725784435,726400580,49794,3859,759,9714922,9252789585,0
120454,33026718,7449732479,625299,203745040,204368288,47961,5104,5282,6080766,40578045689,0
130532,77802324,44899428039,195879,307828467,308021916,82437,4115,2173,1904109,89205974877,1
186020,29106898,84356848367,550868,958127457,958675132,77799,6888,7112,395597,64600223049,2
152087,77456798,33429311708,579780,875190836,875769836,21069,7071,6530,2754230,48200902599,1
192063,90599473,64190574178,595105,688188230,688780496,4865,5824,8740,2096553,16514280732,1
199727,7236986,42526196335,34511,221535692,221568095,52855,9876,3805,2976225,90830185648,1
121994,88296925,92490817602,937535,68316881,69253539,86310,5894,8073,7534531,71142883467,2
136130,95703932,25070424433,833346,795114452,795946189,72905,7412,4407,285075,68652859512,1
155559,18513174,3610904952,277639,939938248,940212480,25545,7367,3416,68485,6648229626,0
167552,89699932,43647876393,83325,567489819,567570193,54904,8124,2343,5585606,77195653486,1
113153,36546415,80799922778,399787,954680509,955077104,34878,4418,9086,6392053,54265345337,2
115177,55257426,20612296545,717078,984736834,985452356,26327,6348,8580,1180370,18335428005,0
123332,19634381,37148396834,711077,997832453,998541465,34060,4250,6707,6414865,52405588574,1
126658,38410945,88427852429,383649,311576342,311956441,16620,9927,6184,4667323,59378661756,2
118858,24009759,7050486724,247373,218409537,218656218,57103,3741,2651,9307534,1380686236,0
110976,57045689,80849012673,780126,311215332,311994325,99053,9060,7987,4241350,9815443522,1
191375,40672520,73931323769,71498,840865668,840933906,5312,3495,4473,5084486,97099613398,2
161674,23788150,52521349777,164269,253707649,253870860,30642,2957,4073,8383552,89371566972,2
173785,54142231,18190811517,554535,72943721,73496738,73004,7855,374,9153027,75370250063,1
145321,63399460,59786866897,300250,611523163,611819852,75878,9399,6073,3311393,59774389666,1
122113,8533232,18863082786,323696,591183947,591505820,33753,7750,2218,764313,38570852372,0
157539,4871741,86010676534,877443,215133920,216011212,24663,4118,4316,4847796,8908278226,1
160471,11595575,32538548931,909654,603691436,604598767,83527,6262,9078,7273190,73180103156,1
113841,4679071,19060946704,695467,709872719,710567168,24169,3429,973,9107751,92382709326,1
139102,24365896,47515782969,501085,73977478,74476589,81857,9098,3092,1652449,32719020220,1
199987,61739407,29891172525,602295,184332233,184932684,13661,6003,5516,5650093,95311211171,1
169519,60567983,75110518031,880878,805272937,806152595,34919,6681,7836,2765668,64403565778,2
115398,72154494,17143000299,143934,398949305,399090150,93116,1267,3689,7969589,39154643196,0
180950,92211171,64235950297,535268,720706129,721238782,18970,3455,2760,6582066,27820853374,1
165362,39172051,39439322817,606138,900940416,901543517,45821,5253,8174,7343203,52695103335,1
208945,35184489,12700746834,932254,202971652,203901811,41613,6498,8742,3118941,60418604381,1
178812,2357914,46835077926,743773,859804257,860547645,20700,1786,8409,9783373,38072947068,1
137042,81224265,33372456108,993210,394778963,395769155,57262,1645,2527,7787358,15607900653,0
137798,47938091,54380923744,623894,334587051,335207465,58355,4051,1409,9158217,69346177854,1
114427,18359057,34369884197,974672,397651219,398624459,17308,9269,9688,2814776,14885050333,0
135207,47721409,94125174264,495443,26409540,26903856,62198,9272,157,5701905,61091012534,2
110331,82252842,51918913794,881850,888480479,889358367,32735,3134,434,9263669,2304029525,0
202586,84134255,25814769890,659221,177622136,178280700,8624,3079,3041,3307891,11761852083,0
201360,60875701,84298998135,578319,428907568,429482506,50040,6169,8829,5534813,31397790118,1
123752,19341838,51600057157,303150,38994669,39295968,65766,1974,3301,2905235,50718703349,1
141034,51540302,38011171919,113631,291280993,291393615,69821,5934,4886,1469120,64970444817,1
157547,69738321,10688978523,937744,74365501,75300592,85894,3949,1320,1162581,76045534452,1
184011,35007637,63268026112,724845,673261055,673982755,34003,4426,8507,7305359,59907286241,1
136063,35758924,92875675899,766539,429573543,430338848,90157,7411,3593,8991285,40920092521,1
140710,26502754,78992112794,680783,805887372,806567335,85684,1308,828,759906,72129636264,2
159207,54709361,50438085909,954255,681977650,682929887,7298,3249,4850,2279406,26111861050,1
126533,78270102,8329922487,417868,844232587,844646843,68277,3280,8722,3643291,84760553019,1
155583,70817333,52066883789,457511,812063121,812518602,23744,7466,6059,1674400,47957208332,1
150358,41385581,52971176251,519585,953823833,954339827,18811,3988,5473,1424232,70322246399,1
110187,96681625,34543984069,414761,897109567,897520590,5786,4670,3068,3923055,25219457531,0
118702,46438320,10080260532,998828,492309229,493304600,84682,3238,754,3759942,30623086776,0
191087,74838075,68918152406,831124,596787736,597618365,82848,7380,8372,2602056,79304969622,2
203097,55458777,64136295314,842103,47806780,48644945,90178,2806,258,6218388,2958431486,0
164702,65007647,8568808413,459932,541342570,541799719,97047,7642,5173,9374370,94690065120,1
134040,38014329,56254125612,12604,169583099,169594378,28463,8239,908,9306440,69548760803,1
211337,8015694,39841390230,798045,756712741,757510036,12017,3442,6253,841019,29290773631,0
168251,15764759,20570044249,649496,104660060,105309371,71351,7722,3573,194205,3081449708,0
117376,57314419,66547743543,455584,178242254,178695626,37642,9407,1508,9695313,42220843319,1
141359,26769206,6500223293,195297,531650909,531846078,63231,8105,4984,4977592,53215826303,0
190268,76080868,44902300718,71421,781528848,781598168,39221,9163,9053,5074414,27869791501,1
205470,67105642,15171728014,98861,915072536,915168470,62067,8681,3294,9189098,6337743771,0
172223,26803408,4270228641,334150,847229282,847561799,35029,3297,9585,1761750,3647180656,0
118046,15788299,76554037175,594909,105037813,105628732,93396,4912,832,9297920,40218270307,1
123624,29538635,66145275684,347903,508590184,508936195,4618,1350,3427,2578366,19929723082,1
171340,60772591,82771745210,581376,255649872,256229226,37009,8905,3942,5426541,4574924378,1
141138,92184622,53200845508,223502,811766921,811987563,67364,8180,5506,1622037,34133528783,1
144072,11783965,80832320011,640249,437106123,437744994,5716,7803,4776,193671,99736167979,2
170232,23724618,88650032706,834287,705861054,706692761,11528,3774,590,6278702,92175381701,2
200299,2856108,38985083219,399206,224717905,225116198,25109,1798,4592,1562062,32520049446,1
110975,74725661,2358697963,826921,787313896,788138361,40604,6384,3269,7996442,67042661827,0
184662,64298925,58662639821,26377,620338684,620363400,650,9867,991,475185,67253088644,1
137175,87481683,75816577909,513512,721739262,722249347,36387,9395,10045,3141202,49124296579,1
118881,21516639,70543060820,233507,165747348,165979273,62702,1458,3815,2041805,60148911620,1
202088,66517181,28301361439,40231,754068812,754106725,95004,1298,7257,2368868,90624771518,1
210886,21161604,45970718323,110543,137807520,137917406,85734,4155,582,5135931,32063762431,1
161247,83479124,34344353903,850746,661914817,662762152,53643,9810,1047,1224786,35690458001,0
136240,41204649,92278720180,71332,126410689,126479128,60813,3844,7931,7049009,73711872551,2
193633,5564727,64604982563,118125,82393731,82508047,20510,8255,1344,5822215,29562469519,1
132413,86080224,90175554610,31374,466629700,466659956,64201,2240,1861,6525623,65929517358,2
207669,29372239,51423160394,536450,453434956,453971385,58419,7053,2986,4749644,57074835813,1
199902,88127676,28808340605,18719,140139353,140156692,55746,6953,354,7199566,93916604323,1
171247,41087912,61885026865,874035,853955284,854825574,9248,1789,2487,1912952,83344099726,2
191226,39072622,24405685226,17577,244291531,244307031,99086,8096,1164,8214018,11303886800,0
141796,88769295,44139929639,729294,511896646,512623394,78606,6765,5081,6820682,97736745425,2
150729,85773882,79738076131,208397,12271180,12477938,45293,7738,4456,4484328,92434919399,2
133222,79224089,26687761375,660249,814357793,815018031,13813,5692,2129,721320,44786966585,1
185591,23375288,78224178881,167881,909850348,910015260,62672,8140,8989,643497,88645232927,2
174954,82120633,21147225386,149547,499353662,499502919,50764,7181,9849,9084325,94313258371,1
126399,74991762,35188799104,491639,822007717,822497074,88233,6729,9214,3737281,70520228069,1
163838,39121091,11460276841,515711,474432636,474946655,58841,3661,9798,6198087,35144485148,0
123156,76604177,71422745049,786045,707419247,708205099,92938,1332,275,6947753,7935339613,1
121234,97791691,9152123676,471361,79712311,80183174,39809,3430,4886,8193294,3245644687,0
163577,15289204,32766870129,644650,209350200,209993853,68347,7098,7676,225151,78045140141,1
205431,95443893,23806593581,611705,553860325,554469498,30093,4365,7933,2394963,30649569534,0
141090,70552307,23778819508,624740,679017116,679640145,85269,6702,9604,1958559,88792871964,1
170798,78793581,98851418460,832323,441794538,442623739,2581,1759,4260,9493647,11283841079,1
120096,71211540,36546012669,285545,59359098,59641206,71504,7957,8871,4935578,42905318915,1
145861,97373571,39484381494,690487,760553905,761243751,23085,3636,6241,5924209,51106764270,1
114049,12562639,50265697115,502938,685897541,686399301,44960,1924,2253,6193043,49883156529,1
188819,37324234,45062803791,289231,929819888,930108013,9586,5530,2428,6169043,4192812302,0
161936,62392791,94578656578,233794,815216362,815447019,24922,7718,10010,1608958,2511831445,1
212925,8494961,41297027059,899374,957839660,958735571,74836,2759,6782,5361642,5758343244,0
133513,16318159,53832041479,809139,125486858,126294023,48594,6667,1264,4867214,45205392855,1
155537,23110788,72050729782,812555,87564826,88374508,38760,3651,7829,4650963,40948405412,1
159327,85404453,66921392145,266266,521800790,522065964,7255,8156,954,106723,34256684436,1
204893,45232491,56364944056,413603,729371020,729784512,75671,7928,1817,3656841,86934107260,2
188299,97272975,23312808278,532514,525979913,526511810,31435,4695,3252,198312,15769130529,0
182874,18954795,32173304705,381519,731515648,731896043,79943,8178,4096,499200,84677382785,1
181399,57004211,47516604661,139611,735621151,735760711,83317,5156,3457,7382359,4769159439,0
189127,9874776,76238646655,679725,170440442,171118251,30721,1545,3996,9102204,89666490112,2
111118,50420283,45025241267,196318,205598604,205791908,93601,4871,4707,258346,71479647547,1
200683,79204013,11075438153,590736,760040073,760630609,44616,9363,5379,1006516,4116909147,0
131373,76697458,23592740708,715786,660143325,660857115,3762,2581,5645,1940166,30748883075,0
173915,20306815,93525279412,120463,727099902,727219931,45549,6493,3755,1659584,50661419389,2
133703,97807776,99473513800,508171,990533207,991038144,65890,2200,1365,3274808,28094594738,1
119560,11590209,86864538203,817217,482229961,483046923,82271,1593,4275,2441122,92108265659,2
174744,66651231,71561023101,539526,80424711,80963561,62273,9805,5544,109367,12295023667,1
191360,76427992,21784086856,398584,423893935,424289831,18718,8106,6834,2760621,5584957956,0
192174,61927875,57466750294,610704,824365806,824976285,43310,9918,8109,8974483,83959588733,2
209933,54528134,98267489549,663583,938395709,939056698,49933,4575,4094,1966429,29561414714,1
179880,50899466,90915433622,430547,154643908,155072564,9990,2252,4241,8050167,40043883434,1
143283,7353258,26003840418,309975,602184970,602494713,26001,1155,3424,1533523,10092356991,0
212173,90465404,67260342621,654988,276101489,276753146,3755,1880,4751,74767,92588140536,2
202654,18093183,98101012724,523598,223846115,224369176,4730,3038,1173,6862746,26092964536,1
126184,22494530,39772960888,768919,648967560,649736367,19522,6610,8858,5480183,97461658517,2
154897,12008607,58620776176,727820,501171814,501896198,47315,4848,7473,1901897,14396443668,1
172141,80744123,68602148510,772438,634189257,634959172,34208,8597,1202,4468710,51007220445,1
201272,87213364,6294743479,198041,874053703,874250497,76168,3752,5969,8008023,32607054335,0
200293,42014438,74011688299,370810,481013208,481380375,100037,3570,1707,1927183,86787239539,2
208181,3125089,59403486564,104261,470333824,470434949,9988,3651,6604,2007488,23906202041,1
205102,66251332,73026273295,728280,247898686,248625112,85957,8962,3928,4759335,72133486262,2
185489,37773797,38294345176,670026,40754689,41422946,88285,5589,6161,706809,33116824836,0
143150,41275619,58832406815,436198,982615190,983051207,6766,1391,7649,7814003,57490483910,1
185892,62253353,86615955730,437489,24964397,25398411,82647,2384,352,2380682,49079442405,1
112770,58694397,38341458642,358741,417654534,418010191,44337,6135,8635,6056805,58983723369,1
115922,1226904,88377854396,636456,981162701,981795360,75423,5012,5431,3624900,95500857438,2
195295,68509027,69145826047,633682,903943574,904575275,48181,8472,8088,10001675,88761452568,2
153573,66494179,40043371272,24085,355938350,355958603,80327,9189,3951,5019222,55512771558,1
170881,9666369,40178281474,459484,378652406,379108800,27107,7334,7179,5032497,73933167194,1
175092,5497576,26733777346,528957,642895024,643421034,76835,2400,1704,1123857,2656251676,0
137759,97092980,80929794482,830538,196914826,197744934,46972,9405,5608,1135242,97087141994,2
183376,46212986,94504660989,151250,387700172,387849575,49538,2852,964,5260292,45216802225,2
125405,86291252,80075158708,189724,389511452,389698109,33072,9671,3878,2933619,92806824012,2
172448,67939911,3215934073,438104,352245463,352683392,30738,9840,7322,8704308,67028403036,0
162601,35992525,79063844321,420269,918528757,918947696,92335,1621,8156,9561295,79158185541,2
209923,52700633,54605477469,494708,611433580,611925896,9955,4136,5566,1957666,54923900339,1
199806,59240345,80746026019,312985,636574017,636886718,52322,7799,1219,2093131,77841580982,2
120846,30853558,93992396223,256490,422166267,422420275,6001,5090,2257,1995482,78876875052,2
157434,82402183,81252346223,429917,742293474,742720934,21701,2595,8891,3741681,63392162643,2
204701,80547234,91839429496,294663,760929283,761222467,24129,1230,8967,1837527,4635537462,1
160606,42677280,36940892202,30055,117659535,117687856,2597,9878,4183,9300284,41354104437,1
185742,14810635,13923592224,353409,845479690,845831228,54243,2316,336,2199728,29302476678,0
143539,23541251,19561570191,459876,310097901,310555807,80472,1433,5416,9781886,47054599254,0
157342,31260155,21178943738,38568,953586845,953622991,39750,4562,895,4819489,69392509651,1
154452,19162995,7328225762,365383,617343304,617706652,87150,6610,2932,5147599,31457022622,0
138957,33433671,46093916170,221129,146930906,147149671,41171,9241,3883,3579287,39928263772,1
184435,47548386,24944345138,704744,177313865,178015156,5809,7678,1124,5323466,58916689177,1
204275,38999320,37150669735,677287,644019617,644696779,3410,5909,8619,2223319,47122559821,1
161374,69708536,43108246732,397995,569621957,570017316,87016,9960,6088,4426330,19398666015,0
199781,75174348,65152713983,848579,679875087,680719904,73915,6587,4156,661759,55306793990,1
189734,62939350,62728659534,501383,690023304,690522436,34743,2253,391,5141296,5091880143,0
204274,64345382,26553121621,330535,785191454,785518847,67874,5425,496,4409988,77781539751,1
197362,37707487,58238343118,67547,643263859,643329717,59990,8831,1817,9917157,59789935346,1
211376,7845050,34079830379,637521,112435048,113071332,34546,1931,55,8390604,4570517709,0
119187,64690718,4173854978,138807,260764054,260900470,80851,5373,5010,8259201,36523315406,0
152382,1994337,68151275861,169968,67237095,67405532,82270,2059,4407,6479328,6156803917,1
162611,18074239,96944121742,323635,165018891,165338554,62894,8725,7199,9217456,39588410658,2
181481,7326134,32264487474,517677,551490070,552007220,9662,8582,1492,3782068,81273485694,1
137622,98966808,26928791274,282413,800764675,801046565,88660,1381,8494,5010584,39328643095,0
124380,76422409,34763500156,579617,166072138,166649201,32391,3774,2689,3557070,72000483357,1
146380,30123868,26463359038,554676,605589097,606143533,91735,6289,1924,3653767,67182470152,1
146782,75083203,54108792270,195117,517893566,518086582,39237,6322,8737,2019740,96924684430,2
146609,72682082,35309776602,402158,459593031,459994317,93837,8827,5375,6903063,1921257869,0
150562,28906599,43144898182,28619,120737994,120765866,87244,9024,558,8273030,75131368207,1
191528,20472019,23678052576,123034,445570468,445690309,27342,4532,8439,7479372,18400506595,0
153825,36537653,22369937485,790447,560375056,561164753,29127,2390,9554,5532684,51560125819,1
208229,52777022,42995106482,280498,148134137,148414251,70256,9634,5519,9067856,15258815833,0
192128,29035901,40866052528,979624,298486666,299464058,89609,7061,2072,3016252,80610251765,1
148522,68791194,6256447012,55673,580226967,580281016,5161,3078,8378,8102317,34862651902,0
143745,84118511,26532592489,595295,296222410,296817518,7125,3399,8901,1857373,53142446695,1
122386,88408627,61356082070,671843,498185754,498855628,40387,1514,7029,3355975,53956305267,1
211514,96810553,15159998908,673145,406526847,407199659,3187,8279,8701,6522608,92202766386,1
181292,69199478,72321953947,23178,628219504,628241328,52279,9298,9244,9466470,23791561385,1
159463,79691907,95556189038,915135,674058924,674971196,20907,9377,1757,6080609,96676981417,2
185113,26148574,25469966931,215158,243721642,243935882,74388,2468,4822,5248045,40565948872,0
159513,42055862,57255339346,879646,576643180,577522159,39314,9263,1592,2452460,45561771344,1
195190,67646027,99061273641,572062,138430442,139000015,28241,9827,1918,1771218,56697060340,2
117666,22731308,12860255589,476214,101148313,101623742,9916,3329,506,4147347,1890217779,0
140032,98461017,92201432409,892467,333582263,334473930,81178,5077,8439,1302314,90576920322,2
187748,74185537,50200000162,53947,183434313,183485074,92530,8098,4232,2833922,86612716196,2
209850,3219077,35520210214,974810,321135813,322108520,52163,1301,1470,7303734,99393567462,1
194196,47050604,78870762060,515283,175802701,176314477,27233,6392,4522,4693934,43662492314,1
160053,43906933,39039972921,973905,849344314,850315198,51274,1408,5760,3315347,55459062855,1
167411,68504671,76390641938,850150,823476279,824324888,59945,9464,1813,2423996,27267285361,1
210596,25871691,4237894634,577277,820703614,821279025,26444,3244,7125,5947456,33175734001,0
161167,4091136,71178107032,571585,502862634,503431645,36309,3466,4220,4011420,50422851026,1
132650,69670605,4629744942,770720,347889431,348659630,58893,6734,5376,5608576,6820471393,0
114892,79790400,6263418213,770132,475066643,475833848,89819,5336,5786,87841,26011004267,0
153283,68744308,14093035730,767805,478010859,478778246,99944,1317,2789,4920529,28004910902,0
137333,7960935,37391896877,864005,766613024,767476099,93806,2905,8241,4407136,53993904192,1
138526,87985155,97034701833,951680,759971736,760920882,65322,3292,2652,9578261,35665002327,1
163120,86479329,70887710050,366987,332628819,332993960,28677,7892,4493,484507,42591872829,1
114867,86188402,58898606223,960702,834061907,835021294,97951,3906,8389,4288581,63638587526,1
177751,36494963,4843459246,984200,369899173,370883105,26265,6606,3511,8268735,95793961518,1
135061,24520003,58448467490,437062,212679537,213114783,97008,6868,9996,8387229,84947435697,2
205911,94719013,66750744503,21889,353471403,353492728,12235,9100,6941,9548708,6438291643,1
113382,60669756,97017510897,206887,476967819,477171995,24503,7463,2125,777293,48214232321,2
137021,69732754,50306072985,753248,94192411,94944976,34940,4471,6929,4121141,18683986851,0
122175,46360499,68378122239,250983,250988863,251237900,98210,7614,2780,1316973,56441622083,1
118952,85564162,58384910434,337800,646381471,646716433,4249,8218,9125,596112,94807907864,2
180884,6043735,85565716030,193866,897829436,898020069,10429,8617,2466,847379,6143203784,1
179272,96532253,81879731697,250533,529234316,529484838,90598,4741,8217,9314452,85523925525,2
210273,30963302,51138963014,743062,37743602,38482733,38630,5662,7417,4922417,42281779694,1
145396,84171989,52483978668,369595,226849820,227216338,50368,5373,9781,6352487,69223945032,1
211731,42907494,23754761900,598379,384713683,385311906,75442,9256,9730,2488420,35050872471,0
126157,99439701,53693415567,676637,438548131,439221406,506,3476,2178,2155170,65520677729,1
154838,24917203,57957389253,141630,54544529,54684504,14834,8911,2393,6118967,54482584082,1
131877,57623422,19478963249,74962,517228988,517300715,87717,3519,1946,9829935,48372013818,0
181440,42435759,80536118221,512467,419483252,419992576,59655,2408,9804,9920369,38184409342,1
137159,83959937,56468543228,997099,993278509,994273775,79725,3035,5878,964108,53223484155,1
120333,38970719,47671235357,374901,76866398,77240229,10138,6790,3575,889603,93847715876,2
201588,14311638,91211514373,441431,899828737,900269609,18034,3739,4473,5341619,14167947208,1
180073,11169514,59330977704,150888,905981993,906131188,67124,9502,3109,3633785,21078069705,1
175031,73321254,29217417591,52095,607800141,607850344,19369,7924,4339,860174,86889600282,1
196966,42798666,25417284159,335419,271094050,271428298,14989,5358,2737,331121,27577022761,0
206419,53757407,6291837358,33967,884392317,884424910,40466,8122,7107,8079221,91108891337,1
212976,79112057,73804380998,806335,36545391,37350547,40793,3662,2963,6139303,64614990608,2
122703,97461516,88035814761,615464,449431134,450045573,60281,2675,5800,8788378,21091783026,1
195046,70533300,34674129990,579149,779394213,779972920,90610,3749,3116,2299491,36018223505,1
166143,47246481,78699081906,289389,78203427,78490821,91938,2352,4007,2272977,85764680514,2
117892,81709900,54558111036,295922,40111909,40404382,23117,6062,4504,3602654,4134122144,0
206623,29346373,92334945959,661398,826775508,827435933,40709,2148,3182,9905424,24123152817,1
140377,43490587,3614931361,592519,609315382,609906872,26317,3801,4448,8641640,20418431385,0
136376,98668299,18385329628,99763,124085824,124185256,14266,2541,4672,8099540,41158731561,0
195992,4368321,52505733460,928046,124082323,125009070,17390,4595,9747,4814069,57476248228,1
113923,16641874,11276531453,610263,608883241,609491278,71312,2132,7651,5497055,27363172725,0
173782,15270867,32745046867,372123,693268435,693639865,63351,6911,6756,4026701,92230122252,1
181993,69821266,45963694576,45912,963969932,964014114,11972,8082,5876,2134269,97162591177,2
165417,20946261,23715187992,159554,874946445,875103715,72489,7538,3503,3264414,50141659745,1
207923,72462608,39035147163,923871,777897815,778820054,5369,4151,8860,6733642,88063970654,1
188541,28618588,28342924970,877517,901069163,901943735,28968,6357,2259,7059181,95837606228,1
118223,25520663,47873566605,227494,567826005,568053350,37468,5382,6920,6930717,29051518391,1
142442,55209132,18613333587,275261,188930579,189203406,58548,3546,6755,8778841,93393098939,1
161513,78095240,36750414102,400627,631610051,632009275,60609,8549,7468,9383450,80913223273,1
156564,56496417,11967000833,30657,286562107,286591035,10576,6449,1381,370949,13288604334,0
130742,10107349,38371205844,77576,800697961,800774183,39534,6330,7888,1391060,84229223448,1
205189,62699853,32742503458,531597,964067816,964599246,14773,7507,1557,9797091,11104511050,0
121976,55675112,12005265978,456679,951237087,951692254,92067,9341,5958,6638702,44681291452,0
194923,82584750,4127674858,548771,531098553,531646923,57165,2720,2183,4043340,40949260224,0
194814,71748762,8342918129,764791,528151712,528912525,38606,8630,8508,1478901,61955158742,0
113237,49533644,4174496331,298396,240937951,241235719,46854,9422,7962,5962732,69219728164,1
157579,50908875,57299993939,682462,179807318,180486621,27567,5931,7477,7687313,3349820952,0
130828,11625212,86875898204,546590,559534243,560078779,96380,6787,6077,9878882,97086653257,2
178659,41966229,30338952599,140846,506482464,506621840,7379,1660,7467,6502605,21329149397,0
185451,38772279,83245624358,125154,601231198,601352670,35894,5450,3253,9441202,86627338173,2
205966,73834198,37222991820,358358,396673850,397031219,71214,4390,5984,7560270,10023173758,0
142587,75041812,32631565229,712396,660162479,660874395,97760,3693,2522,1529656,38245484632,1
211489,90392078,72684414352,475779,309044348,309519343,61096,9059,344,6522771,47772243168,1
144653,41673535,60068372957,854740,977664892,978517931,32812,5178,6370,2354913,93053651519,2
174755,29123711,99232431187,57048,896421926,896475769,99672,6073,2000,9664117,70618700426,2
165682,49149931,22044486512,865030,957240727,958105495,2617,7850,1628,760731,76083239020,1
137311,45703223,43518605799,639946,468852924,469492028,13540,9813,7892,4248880,58132320670,1
169805,2208812,21980394188,974760,387849966,388824018,97748,1456,5654,2381009,43373423153,0
126758,18908099,38708078546,887192,909995104,910881924,49778,6309,9612,4966605,59447332468,1
165747,17729777,34239106526,480461,690340236,690820073,31109,8401,3017,8337852,12641650605,0
158073,29607744,4046975944,862712,785743144,786604507,82064,3343,8373,8003742,76574375548,1
198767,88827082,90811161213,228799,221794539,222022556,6822,8793,8122,5635502,24558016478,1
189311,4617805,66492758169,23558,550803588,550824251,9241,5254,10007,6695383,59896161714,1
136963,37151835,13375301341,148409,790466464,790614527,20271,8421,6148,5164842,93597560152,1
175451,29108844,1734015678,647190,537943003,538586672,40938,3107,2265,8175882,97756583117,1
172107,79590355,17704575062,719450,972596624,973313548,33662,2989,5268,2040511,51597216824,0
143492,13842892,5246259593,242815,434029228,434271601,41160,5297,8678,7369919,64436384993,0
111984,38357070,16881939995,561066,572216296,572775756,81588,9319,7865,5733173,89961535002,1
136392,81412894,26411500036,367361,750211652,750577971,63521,9539,5279,989001,58326892385,1
184173,93768571,92461096872,586055,460911442,461494218,74330,9656,5387,7619357,52597761713,2
153873,31425022,20183401095,287284,294017030,294302016,31716,8161,2808,7907835,8315886042,0
132456,59906401,88435083327,69767,668862112,668930994,90516,3408,823,7316414,35491290912,1
200095,79716137,13798561789,535933,444758145,445292614,69393,5358,1155,8708733,26514056186,0
116482,62094712,23652338551,203459,381919827,382122311,51693,4627,362,6089711,44427881646,0
176309,17474112,14984572523,278254,883024932,883302887,82853,5165,1727,3646047,47045700965,0
209834,54923764,64332363756,590141,431125900,431715529,98264,1187,2649,4263718,37984026270,1
198801,67513190,70322802720,92317,965592034,965684100,83953,6444,4600,2268750,17847439782,1
140232,61907473,18185908213,759050,307421788,308179154,39367,6253,464,934673,79570865304,1
133909,45564851,77593809636,306646,420515906,420821457,98449,3356,5334,8436502,6725847006,1
147105,61910494,59189911996,863616,904147352,905009463,60625,2777,9084,639495,78268614535,2
190575,13664581,17953638118,151317,402624292,402772844,83974,6014,8655,203949,60342128752,1
153790,79736188,69003446845,87098,843093827,843180455,20248,9839,6893,4934314,67078056387,2
195614,8450059,5511519497,623750,764700571,765321251,48804,3113,5958,8127977,34007349465,0
134840,46686003,63618207713,917426,319864683,320780727,4081,4270,9519,1666516,11058311936,1
189128,44748314,85597559472,899225,974828848,975724544,19519,5312,5377,758031,14131670860,1
167548,54672179,26276318752,370071,562873453,563241169,28938,2148,7579,7992136,4836458832,0
